smiles,group,IC50_nM,pIC50
CCOC(=O)C1=C(O)\C(=C/c2oc(CNC(=O)C(=O)Nc3ccccc3)cc2)\N=C1C,training,5729.13,5.242 
Cc1cc(ccc1n2c(C)ccc2C)C(=O)O,training,7534.84,5.123 
CCOC(=O)c1[nH]c2CC(CC(=O)c2c1C)c3occc3,training,30297.28,4.519 
CCN1CCc2nc(NC(=O)Cc3ccc4OCCOc4c3)sc2C1,training,28777.64,4.541 
COc1ccccc1NC(=O)c2ccccc2NC(=O)c3cc(Cl)ccc3NC(=O)c4occc4,training,12511.79,4.903 
CC(=O)c1c(C)[nH]c(C(=O)COc2ccc(cc2)C#N)c1C,training,34038.51,4.468 
CCOC(=O)CSC1=NN(C)C(=S)S1,training,7983.25,5.098 
COCCCNC(=O)c1ccc2C(=O)N(Cc3ccc4OCOc4c3)C(=S)Nc2c1,training,42005.2,4.377 
Cn1ccnc1SCC(=O)Nc2ccc3nc(SCC(=O)NC4CC4)sc3c2,training,25675.07,4.590 
Cc1c([nH]c2CC(CC(=O)c12)c3occc3)C(=O)OCc4ccccc4,training,22957.22,4.639 
Cc1ccccc1CSCC(=O)NC(=O)NCc2occc2,training,9266.32,5.033 
C(Oc1ccccc1)c2nnc3sc(nn23)C4COc5ccccc5O4,training,9549.84,5.020 
Brc1oc(cc1)c2nc3cc(ccc3[nH]2)N4C(=O)c5ccccc5C4=O,training,8956.26,5.048 
COc1cc2cc(C(N3CCc4ccccc34)c5nnnn5C6CCCC6)c(O)nc2cc1OC,training,21924.56,4.659 
COC(=O)c1ccc2C(=O)N(CC3CCCO3)C(=Nc2c1)SCC(=O)Nc4ccccc4Cl,training,20945.32,4.679 
O=S(=O)(N1CCCCCC1)c2cccc(c2)c3cn4cccnc4n3,training,22300.07,4.652 
COc1ccccc1N2CCN(CC2)C(=O)c3cc4CCCc4s3,training,5194.54,5.284 
OC(=O)C1Nc2c(cccc2C(=O)N3CCOCC3)C4C=CCC14,training,15883.27,4.799 
COc1ccc(OCCC(=O)OCC(=O)NCc2occc2)cc1,training,33316.3,4.477 
COC(=O)C1=C(O)\C(=C/c2oc(CNC(=O)C(=O)Nc3ccc(C)c(C)c3)cc2)\N=C1C,training,19602.37,4.708 
CN(CC(=O)NC(=O)NCc1occc1)Cc2nc(O)c3ccccc3n2,training,13740.82,4.862 
OC1=C(C(=O)Nc2ccccc2[N+](=O)[O-])c3nc4ccccc4n3CC1,training,18587.7,4.731 
COC(=O)c1oc(CSc2nc(O)c3cnn(c4ccc(C)c(C)c4)c3n2)cc1,training,38489.05,4.415 
CC1(C)Cc2c(CO1)sc3c4nnnn4c5nnnn5c23,training,4112.5,5.386 
Cc1cccc2cc(C(N(CC3CCCO3)Cc4occc4)c5nnnn5C(C)(C)C)c(O)nc12,training,13315.7,4.876 
COc1ccc(Cn2c(N)c(C(=O)NCc3occc3)c4nc5ccccc5nc24)cc1,training,17299.71,4.762 
Cc1ccc(Nc2nnc(SCC(=O)NCc3occc3)s2)cc1,training,28766.07,4.541 
CCOC(=O)C1=C(O)\C(=C/c2oc(CNC(=O)C(=O)Nc3ccc(C)c(C)c3)cc2)\N=C1C,training,40511.4,4.392 
Clc1ccc(cc1)N2CCN(CC2)C(=O)CCCN3C(=S)Nc4cc5OCOc5cc4C3=O,training,12607.73,4.899 
CCc1ccc2nc(NC(=O)c3ccc4c(O)nc(CN5CCOCC5)nc4c3)sc2c1,training,8229.68,5.085 
Fc1ccc(CNC(=O)C2=CC3=C(N=C4C=CC=CN4C3=O)N(Cc5cccnc5)C2=N)cc1,training,7037.86,5.153 
CCOC(=O)C1=C(Nc2ccc(C)cc2)S\C(=C/c3cn(CC(=O)NCC4CCCO4)c5ccccc35)\C1=O,training,7598.93,5.119 
COc1ccc2[nH]c3nc(SCc4oc(nn4)c5ccc(C)cc5)nnc3c2c1,training,6840.09,5.165 
Cc1sc2ncnc(SCC(=O)NC(=O)NCc3occc3)c2c1C,training,11505.54,4.939 
CCC1=NN2C(=NC(=O)\C(=C\c3oc(SCc4occc4)cc3)\C2=N)S1,training,21012.5,4.678 
CC1CCN(CC1)S(=O)(=O)c2ccc(NC(=O)Cc3cccs3)cc2,training,9493.34,5.023 
CC(=O)c1cccc(NC(=O)Cc2cccs2)c1,training,18544.2,4.732 
Cn1c(SCC(=O)Nc2sccc2C#N)nnc1c3ccccc3,training,17106.54,4.767 
Cc1csc2nc(CCNS(=O)(=O)c3ccc4OCCOc4c3)cn12,training,17060.6,4.768 
Cc1cccc2c(C)cc(SCC(=O)NC(=O)NCc3occc3)nc12,training,32039.87,4.494 
ClC1=CCC2C(C1)C(=O)N(CCCCCCN3C(=O)C4CC=C(Cl)CC4C3=O)C2=O,training,24701.66,4.607 
CC1CC(n2nc(cc2N1)C(=O)O)C(F)(F)C(F)(F)F,training,19923.73,4.701 
Cc1nnc(Oc2ccccc2F)c3ccccc13,training,29986.4,4.523 
COc1ccc(OC)c(NC(=O)c2cc([nH]n2)c3ccc(C)cc3O)c1,training,22118.11,4.655 
CCN(c1ccccc1)S(=O)(=O)c2cc(ccc2C)C(=O)O,training,13057.04,4.884 
COC(=O)c1cc2ccsc2n1CC(=O)Nc3ccc(cc3)N(C)C,training,47259.62,4.326 
CCOc1ccc(Nc2oc(nc2C#N)c3ccccc3Cl)cc1,training,9540.57,5.020 
Clc1ccc(s1)S(=O)(=O)NCCc2csc(n2)c3cccnc3,training,19220.8,4.716 
Cc1ccc(cc1)C(=O)N\N=C\c2ccc(s2)[N+](=O)[O-],training,21142.53,4.675 
COc1ccc(CNC(=O)c2cc(on2)c3cccs3)cc1,training,27729.62,4.557 
COc1ccccc1\C=C\2/Sc3nc(nn3C2=O)c4occc4,training,17505.98,4.757 
COc1ccc(cc1)N2Cc3cccc(C(=O)O)c3C2=O,training,11982.99,4.921 
COc1ccc(cc1)N2Cc3cccc(C(=O)N4CCN(CC4)C(=O)c5occc5)c3C2=O,training,9795.21,5.009 
Cc1nc2cc(nn2c(O)c1Cl)c3ccsc3n4c(C)ccc4C,training,27467.17,4.561 
Fc1ccccc1c2oc3ccc(NC(=O)c4cncc(Br)c4)cc3n2,training,15507.52,4.809 
Clc1ccc(Nc2nc(cs2)c3ccncc3)cc1,training,18184.99,4.740 
O=C(Nc1ccc(cc1)n2nncc2c3occc3)C4=Cc5ccccc5OC4=O,training,40579.98,4.392 
Cc1ccc(NC(=O)CN2C(=O)S\C(=C\c3oc(cc3)c4cc(ccc4C)C(=O)O)\C2=O)cc1C,training,18183.48,4.740 
COc1ccc2c(c1)C(=O)Oc3cc(OCC(=O)NC4CCCCC4)ccc23,training,17894.9,4.747 
Brc1ccc(cc1)C2NC(=O)c3c4CCCc4sc3N2,training,19409.03,4.712 
CN(C)CC(=O)N1c2ccccc2CCc3ccc(NC(=O)c4ccc(N)cc4)cc13,training,15578.84,4.807 
CC(=O)Nc1ccc(cc1)\N=C\c2nc(oc2O)c3ccc(C)cc3,training,8195.18,5.086 
CCOc1cccc2C=C(C(=O)Oc12)c3cn4cc(C)ccc4n3,training,3818.74,5.418 
CN1N=C(SCC(=O)Nc2nc(C)cc(C)n2)SC1=S,training,8766.96,5.057 
COc1cc(cc2OCOc12)C3C(=C(N)OC4=C3C(=O)OC(=C4)C)C#N,training,26191.67,4.582 
CN(\N=C\c1cccnc1)C2=C(Cl)C(=O)N(N=C2)c3ccc(F)c(Cl)c3,training,17867.63,4.748 
CCSc1nnc(NC(=O)C2Cc3ccccc3CN2C(=O)c4occc4)s1,training,7467.87,5.127 
CS(=O)(=O)c1ccc2nc(NC(=O)CCC(=O)c3cccs3)sc2c1,training,7107.47,5.148 
Cc1nnc(NC(=O)Cc2cccs2)s1,training,19042.57,4.720 
Brc1cnc2cc(nn2c1)C(=O)N3CCN(CC3)C(=O)c4occc4,training,17909.79,4.747 
OC1=C(\C=N\c2cc(Cl)ccc2O)C(=O)CC(C1)c3occc3,training,43806.6,4.358 
CCOC(=O)c1ccc(NC(=O)CSc2nc(C)cc(O)n2)cc1,training,3062.6,5.514 
COc1ccc(NC2=NC(=O)S/C/2=C\c3ccc(cc3)N(C)C)cc1,training,33330.16,4.477 
CC1CC2=C(S1)C(=O)N(CCc3ccccc3)C(=N2)SCC(=O)Nc4cc(C)on4,training,33558.26,4.474 
CCN1C(=O)c2ccccc2N=C1SCC(=O)Nc3ccc(NC(=O)c4occc4)c(OC)c3,training,35818.08,4.446 
CCOCCCNC(=O)c1cnc2ccc(cc2c1O)S(=O)(=O)Nc3cccc(OC)c3,training,35192.99,4.454 
CCOc1cc(N2CCOCC2)c(OCC)cc1NC(=O)c3cc(nc4ccccc34)c5occc5,training,14720.92,4.832 
OC1C(Sc2ccccc2NC1=O)c3ccccc3,training,3016.42,5.521 
Nc1c(C#N)c(cc(c2ccccc2)c1C#N)c3occc3,training,33450.51,4.476 
O=C(Nc1ccc(cc1)N2CCCC2)C(c3ccccc3)c4ccccc4,training,7092.12,5.149 
CN1N=C(c2c(c(N)n(C3CCCCC3)c2C1=O)c4nc5ccccc5s4)[N+](=O)[O-],training,4982.94,5.303 
CC(=O)c1c(COC(=O)c2occc2)nc3ccccc3[n+]1[O-],training,29237.26,4.534 
NC1=C(C#N)C(C2=C(O1)\C(=C/c3cocc3)\CCC2)c4cocc4,training,10033.52,4.999 
Brc1ccc(cc1)c2nnc(c3cccnc3)c4conc24,training,6621.2,5.179 
Cc1ccc(OCc2ccoc2C(=O)O)cc1C,training,25439.81,4.594 
CCOC(=O)C1=C2N(C(=O)C(S1)c3ccccc3OC)C(=C(N)/C/2=C\c4ccccc4OC)C#N,training,9798.6,5.009 
Fc1ccc(cc1)c2nnc(c3ccccc23)n4nnc5ccccc45,training,26285.52,4.580 
COc1ccc(cc1)c2oc(nn2)C3=Cc4c(OC3=O)ccc5ccccc45,training,20039.24,4.698 
[O-][N+](=O)c1cc(ccc1Cl)C(=O)NNC(=O)c2ccc(SCC3CCCO3)c(c2)[N+](=O)[O-],training,23306.11,4.633 
O=C(Nc1ccc2nn(nc2c1)c3ccccc3)c4ccc5OCOc5c4,training,6299.84,5.201 
CC(C)CNC(=O)c1c(N)n(\N=C\c2ccccn2)c3nc4ccccc4nc13,training,15907.07,4.798 
COc1cc(NC(=O)c2cccs2)c(cc1OC)C(=O)OCC(=O)NCc3occc3,training,14772.44,4.831 
CCn1nnc(NC(=O)CSc2ccc(Cl)cc2)n1,training,9268.37,5.033 
NC(=O)c1ccccc1OCC2CC(=NO2)c3ccccc3,training,29932.4,4.524 
COc1ccc(cc1OC)c2nc(C(=O)N)c3nc(O)n(c4cccc(Cl)c4)c3n2,training,6261.99,5.203 
CS(=O)(=O)N(CC(=O)NCc1occc1)c2ccc3OCOc3c2,training,40119.07,4.397 
CCOC(=O)c1c(COC)n(C)c2C(=O)C(=O)c3ccc(Br)cc3c12,training,8870.75,5.052 
Cc1cc(C)c(c(C)c1)S(=O)(=O)\N=C\2/C=CC(=O)C(=C2)Cl,training,10284.76,4.988 
O=S(=O)(NCc1csc(n1)c2cccnc2)c3cccs3,training,18045.36,4.744 
COC(=O)c1cnn2c(cc(nc12)c3occc3)C(F)(F)F,training,42406.58,4.373 
C\C=C\COC(=O)c1[nH]c2CC(CC(=O)c2c1C)c3occc3,training,24676.33,4.608 
CC1CC2=C(S1)C(=O)N(CCc3ccccc3)C(=N2)SCC(=O)Nc4nnc(C)s4,training,17543.88,4.756 
Cc1ccc(cc1)S(=O)(=O)Cc2oc(cc2)C(=O)N3CCC4(CC3)OCCO4,training,43005.71,4.366 
COCCOC(=O)c1[nH]c2CC(CC(=O)c2c1C)c3occc3,training,19512.36,4.710 
Clc1ccc2cc3cc(oc3nc2c1)C(=O)NCc4occc4,training,17703.91,4.752 
CSc1ccc(cc1)S(=O)(=O)Nc2cccc(F)c2,training,23686.88,4.625 
CC(C)CC(=O)Nc1ccc(cc1)C(=O)COc2ccc(cc2)c3ocnn3,training,22258.06,4.653 
Cc1cccc(OCc2nnc(SCC(=O)NC(=O)NCc3occc3)n2CC=C)c1,training,14821.67,4.829 
O=C(NCc1occc1)c2cc3CSCc3s2,training,9413.4,5.026 
CCOc1ccc(NC2=NC(=O)S/C/2=C\c3ccc(OC)cc3)cc1,training,18795.51,4.726 
NC(=O)c1c2CCCCCCc2sc1NC(=O)c3cccs3,training,25862.97,4.587 
CCC\C(=N\Nc1ccc(Cl)cc1)\c2cnnc(n2)c3ccccc3,training,3852.88,5.414 
O=C(Cc1cccs1)Nc2nnc(COc3ccccc3)s2,training,37250.2,4.429 
COc1cccc2sc(Nc3oc(nn3)c4ccc(F)cc4)nc12,training,24964.54,4.603 
Cc1onc(c1C(=O)OCC(=O)NCc2occc2)c3c(F)cccc3Cl,training,38620.53,4.413 
O=Cc1ccc2OC3=C(C(=O)N4CCCSC4=N3)C(=O)c2c1,training,17800.63,4.750 
CN1C(=O)c2cc(C(=O)Nc3ccc4OCOc4c3)n(C)c2c5ccccc15,training,22564.08,4.647 
O=C(CSc1ncccn1)Nc2oc(c3ccccc3)c(c4ccccc4)c2C#N,training,9581,5.019 
Cc1ccc(cc1C)n2nnnc2SCC(=O)Nc3cccc(NC(=O)c4occc4)c3,training,14917.73,4.826 
Clc1ccc(cc1)c2nc(NC(=O)CSc3nnnn3c4ccccc4)ns2,training,20779.31,4.682 
Fc1cccc(c1)C(=O)N2CCN(CC2)C(=O)c3cc4ncc(Br)cn4n3,training,33362.98,4.477 
Cc1ccc(cc1)C(=O)ONc2ccc(cc2)N=NC(=O)c3ccccc3O,training,8438.21,5.074 
COc1ccc(C)cc1n2nnnc2SCC(=O)NC(=O)NCc3occc3,training,9477.83,5.023 
O=C(COC(=O)c1cccc(c1)S(=O)(=O)N2CCc3ccccc3C2)NCc4occc4,training,24961.21,4.603 
OC(=O)c1ccc2N[C@H]([C@H]3CC=C[C@H]3c2c1)c4ccccn4,training,9532.91,5.021 
CC(C)c1c(O)c(O)c(C=O)c2c(O)c(c(C)cc12)c3c(C)cc4c(C(C)C)c(O)c(O)c(C=O)c4c3O,training,2551.34,5.593 
CC1CCc2c(C1)sc(NC(=O)c3oc(Cn4cc(cn4)[N+](=O)[O-])cc3)c2C#N,training,8345.14,5.079 
Cc1[nH]c2ccc(cc2c1C)c3oc(SCC(=O)c4ccccc4F)nn3,training,26017.24,4.585 
COc1cc(\C=C\2/Sc3nc(nn3C2=O)c4ccncc4)ccc1OC(=O)C,training,31657.96,4.500 
O=C(COC(=O)c1ccccc1Oc2ccccc2)NCc3occc3,training,17914.5,4.747 
CCc1ccc2nc(O)c(CN(Cc3ccc4OCOc4c3)C(=O)c5occc5)cc2c1,training,26191.67,4.582 
CSC1=N\C(=C/c2oc(Br)cc2)\C(=O)S1,training,22111.37,4.655 
CC1=C(SCCC#N)S\C(=C\2/SC(=C(SCCC#N)S2)C)\S1,training,5104.59,5.292 
Cc1ccccc1Nc2nnc(SCC(=O)NC(=O)NCc3occc3)s2,training,17285.09,4.762 
O=C(CSc1n[nH]c(n1)c2occc2)Nc3sc4CCCCc4c3C(=O)Nc5ccccc5,training,40015.75,4.398 
CCOC(=O)C1CCCN(C1)C(=O)c2cc3ncc(Br)cn3n2,training,20681.03,4.684 
CCCc1cc(n2ccnc2)n3c4ccccc4nc3c1C#N,training,29799.09,4.526 
CC(=O)c1ccc(NCC(=O)N2CCN(CC2)c3ccccc3)cc1,training,5018.36,5.299 
Cc1ccc(NS(=O)(=O)c2cccc(c2)C(=O)OCC(=O)NCc3occc3)cc1,training,30606.71,4.514 
O=C(NCc1occc1)C2=Cc3ccccc3C(=O)O2,training,30177.39,4.520 
O=C(Nc1ccc2oc(nc2c1)c3ccc4ccccc4c3)c5cccs5,training,27735.78,4.557 
Cc1ccc(N\C=C/2\C(=O)N(C(=O)c3ccccc23)c4ccc5OCOc5c4)cc1,training,19841.32,4.702 
Clc1cc2C(=O)c3ccccc3C(=O)c2cc1NC(=O)COC(=O)CC4CCCC4,training,22253.44,4.653 
COc1ccc2nc3oc(cc3cc2c1)C(=O)N4CCN(CC4)c5cccc(c5)C(F)(F)F,training,15445.3,4.811 
Cc1nn(c(Cl)c1\C=N\Nc2ccc(cc2[N+](=O)[O-])S(=O)(=O)Nc3ccccc3C(=O)O)c4ccccc4,training,6835.45,5.165 
Cc1ccc2nc(O)c(cc2c1)C3C(=C(N)Oc4c3ccc5cccnc45)C#N,training,19530.76,4.709 
COc1cc(NC(=O)COc2ccc(cc2)n3cnnn3)c(OC)cc1Cl,training,8308.43,5.080 
FC(F)(F)c1cc(nc2c(cnn12)C(=O)Nc3cnn(c3)C45CC6CC(CC(C6)C4)C5)c7occc7,training,3639.79,5.439 
O=S(=O)(\N=C(\Sc1ccccc1)/c2ccccc2)c3ccccc3,training,10202.4,4.991 
Oc1c(Cl)cc(Cl)cc1Sc2cc(Cl)cc(Cl)c2O,training,3940.88,5.404 
O=C(COC(=O)CCOc1ccccc1)NCc2occc2,training,16615.25,4.779 
OC(=O)c1cc(nc2ccc(Br)cc12)c3occc3,training,47639.82,4.322 
O=C(CSC1=Nc2scc(c3occc3)c2C(=O)N1c4ccccc4)NCC5CCCO5,training,30130.16,4.521 
Cc1occc1c2nnc3sc(nn23)c4cc(oc4C)c5ccc(Cl)cc5,training,2769.48,5.558 
Cc1cc(C)n2nc(SCC3=CC(=O)Oc4cc(O)ccc34)nc2n1,training,10131.36,4.994 
CCCCCCc1cc2C=C(C(=O)Oc2cc1O)c3oc(nn3)c4ccccc4,training,34942.63,4.457 
CN(c1ccccc1C(=O)O)S(=O)(=O)c2ccc3NC(=O)c4cccc2c34,training,18685.62,4.728 
CCOc1ccc(NC(=O)c2oc3nc4cc(OC)ccc4cc3c2)cc1,training,47271.42,4.325 
COc1ccccc1C(=O)Nc2nc(c(NC(=O)C)s2)c3cccs3,training,19018.03,4.721 
Clc1ccc(s1)S(=O)(=O)NCc2csc(n2)c3cccnc3,training,13630.4,4.865 
CC(Cc1ccc(O)c(O)c1)C(C)Cc2ccc(O)c(O)c2,training,22193.67,4.654 
COc1ccc(OC)c(c1)N2C(=O)[C@H]3ON=C([C@H]3C2=O)c4ccccc4Cl,training,9784.89,5.009 
CC(=O)OC1CC(C)(C)N(OC(=O)c2ccc(N)cc2)C(C)(C)C1,training,26347.17,4.579 
O=C(Nc1ccc2c(c1)nc3CSCCn23)c4occc4,training,14506.39,4.838 
COc1ccc(cc1)N2C(=Nc3sc4CN(C)CCc4c3C2=O)SCC(=O)Nc5nccs5,training,8475.25,5.072 
Cc1oc2c(cccc2n1)C(=O)NCc3ccccc3,training,48418.83,4.315 
CC(=N)\C(=C(\O)/CSc1oc(COc2ccccc2Cl)nn1)\C#N,training,37218.71,4.429 
COC(=O)c1oc(CSc2nc(C)nc3sc(C)c(C)c23)cc1,training,48895.72,4.311 
Oc1ccc2C=C(C(=O)NCc3occc3)C(=O)Oc2c1,training,14298.54,4.845 
CN(C)S(=O)(=O)N(CC(=O)N(Cc1ccccc1)Cc2ccccc2)c3ccccc3,training,24910.74,4.604 
O=C(CCCCCN1C(=S)Nc2ccccc2C1=O)N3CCC(CC3)Nc4ccccc4,training,180,6.745 
CC(C)(C)OC(=O)[C@@H](CCC(=O)N1CCN(CC1)c2ccc(cc2)C#N)N3C(=S)Nc4ccccc4C3=O,training,80,7.097 
O=C(CCCCCN1C(=S)Nc2ccccc2C1=O)N3CCN(CC3)c4ccccc4C#N,training,90,7.046 
Clc1cccc(c1)N2CCN(CC2)C(=O)CCCCCN3C(=S)Nc4ccccc4C3=O,training,350,6.456 
O=C(CCCCCN1C(=S)Nc2ccccc2C1=O)N3CCN(CC3)c4ccncc4,training,30,7.523 
O=C(CCCN1C(=S)Nc2ccccc2C1=O)N3CCC(CC3)c4ccccc4,training,50,7.301 
O=C(CCCCCN1C(=S)Nc2ccccc2C1=O)N3CCC(CC3)N(Cc4ccccc4)c5ccccc5,training,120,6.921 
Oc1ccccc1N2CCN(CC2)C(=O)CCCN3C(=S)Nc4ccccc4C3=O,training,70,7.155 
Clc1ccc(cc1)N2CCN(CC2)C(=O)CCCN3C(=S)Nc4ccccc4C3=O,training,19810,4.703 
FC(F)(F)c1ccc(cc1)N2CCN(CC2)C(=O)CCCCCN3C(=S)Nc4ccccc4C3=O,training,42830,4.368 
[O-][N+](=O)c1cccc(c1)N2CCN(CC2)C(=O)CCCCCN3C(=S)Nc4ccccc4C3=O,training,840,6.076 
COc1cc2NC(=S)N(CCCC(=O)N3CCN(CC3)c4cccc(Cl)c4)C(=O)c2cc1OC,training,2360,5.627 
OC1(CCN(CC1)C(=O)CCCCCN2C(=S)Nc3ccccc3C2=O)c4ccc(Cl)cc4,training,80,7.097 
Oc1cccc(c1)N2CCN(CC2)C(=O)CCCN3C(=S)Nc4ccccc4C3=O,training,1620,5.790 
O=C(CCCCCN1C(=S)Nc2ccccc2C1=O)N3CCN(CC3)c4ncccn4,training,120,6.921 
O=C(CCCN1C(=S)Nc2ccccc2C1=O)N3CCN(Cc4cccc5ccccc45)CC3,training,170,6.770 
O=C(CCCCCN1C(=S)Nc2ccccc2C1=O)N3CCN(CC3)c4cccc(c4)C#N,training,90,7.046 
COC(=O)c1ccc2C(=O)N(CCCC(=O)N3CCN(CC3)c4cccc(Cl)c4)C(=S)Nc2c1,training,18750,4.727 
O=C(CCCN1C(=S)Nc2ccccc2C1=O)N3CCN(CC3)c4cccc5ccccc45,training,70,7.155 
C[C@@H]1CCCCCCCc2cc(OC(=O)C)cc(OC(=O)C)c2C(=O)O1,training,8360,5.078 
COc1cc(\C=C\2/SC(=O)NC2=O)ccc1Oc3ccc(cc3C(F)(F)F)C#N,training,2200,5.658 
COc1cc(O)c(\C=C/C(C)(C)O)c2O[C@@H](CC(=O)c12)c3ccccc3,training,3500000,2.456 
COc1cc(O)c(\C=C/C(C)(C)O)c2OC(CC(=O)c12)c3ccc(O)cc3,training,1000000,3.000 
COc1cc(O)c(\C=C/C(C)(C)O)c(O)c1C(=O)\C=C\c2ccc(O)cc2,training,80000,4.097 
CC(C)[C@]1(O)CC[C@@]2(C)[C@H](O)CCC(=C)[C@@H]2[C@H]1O,training,2800000,2.553 
Cn1cc(NC(=O)c2cc(NC(=O)CCS(=O)(=O)C)cn2C)cc1C(=O)NCCCC(=O)NCCCCCC[C@@H]3Cc4cc(O)ccc4[C@H]5CC[C@]6(C)[C@@H](O)CC[C@H]6[C@H]35,training,1.11,8.955 
Oc1ccc(\C=C\C(=O)OCCc2ccccc2)cc1O,training,7912,5.102 
C[C@]12CC[C@H]3[C@@H](CCc4cc(OC(=O)c5ccccc5)ccc34)[C@@H]1CC[C@@H]2O,training,65,7.187 
CC(C)(c1ccc(O)cc1)c2ccc(O)cc2,training,2271,5.644 
CCCCCCCCCc1ccc(O)cc1,training,377,6.424 
CCCCCCCCc1ccc(O)cc1,training,27674,4.558 
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1C[C@@H](O)[C@@H]2O,training,1.691,8.772 
CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@]12C,training,1121,5.950 
CCN(CC)CCOc1ccc(cc1)\C(=C(\Cl)/c2ccccc2)\c3ccccc3,training,4.564,8.341 
C[C@]12Cc3cnoc3C=C1CC[C@@H]4[C@@H]2CC[C@@]5(C)[C@H]4CC[C@@]5(O)C#C,training,17790,4.750 
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,training,808,6.093 
COc1ccc2[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]4(O)C#C)[C@@H]3CCc2c1,training,18,7.745 
C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4Cc5n[nH]cc5C[C@]4(C)[C@H]3CC[C@]12C,training,113,6.947 
C[C@@H]1CC2=C(CCC(=O)C2)[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]4(O)C#C)[C@H]13,training,433.3,6.363 
CCC1=C(c2ccc(O)cc2)c3ccc4cccc1n34,training,9.5,8.022 
C[C@H]1CCN(CCOc2ccc(cc2)C(=O)c3c(sc4cc(O)ccc34)c5ccc(O)cc5)C1,training,0.6,9.222 
C[C@H](COc1ccc(cc1)C(=O)c2c(sc3cc(O)ccc23)c4ccc(O)cc4)N5CCCC5,training,0.2,9.699 
Cc1cccc(c1)C(=O)Oc2ccc3ccc(O)cc3c2,training,28100,4.551 
COc1ccccc1C(=O)Oc2ccc3ccc(O)cc3c2,training,4320,5.365 
Oc1cccc2c(OC(=O)\C=C\c3ccccc3)cccc12,training,3150,5.502 
Oc1cccc2c(OC(=O)c3ccc(Br)cc3)cccc12,training,1890,5.724 
Cc1cccc(c1)C(=O)Oc2cccc3c(O)cccc23,training,2290,5.640 
CCOc1ccccc1C(=O)Oc2ccc3ccc(O)cc3c2,training,3290,5.483 
Oc1ccc(cc1)C(=O)OC(c2ccccc2)c3ccccc3,training,290,6.538 
COc1cccc(c1)C(=O)Oc2cccc(O)c2,training,28200,4.550 
Oc1ccc2ccc(OC(=O)c3ccccc3F)cc2c1,training,3060,5.514 
COc1ccccc1C(=O)Oc2cccc3c(O)cccc23,training,10800,4.967 
Oc1cccc2c(OC(=O)c3ccccc3)cccc12,training,2230,5.652 
Cc1ccc(cc1)S(=O)(=O)Oc2cccc3c(O)cccc23,training,2870,5.542 
Oc1cccc2c(OC(=O)C3CCCCC3)cccc12,training,1980,5.703 
Oc1ccc2ccc(OC(=O)c3ccccc3Cl)cc2c1,training,1000,6.000 
Cc1ccccc1S(=O)(=O)Oc2cccc3c(O)cccc23,training,255,6.593 
Oc1cccc2c(OC(=O)c3ccccc3Cl)cccc12,training,629,6.201 
Cc1ccccc1S(=O)(=O)Oc2ccc3ccc(O)cc3c2,training,8770,5.057 
Cc1ccccc1C(=O)Oc2cccc3c(O)cccc23,training,430,6.367 
CC\C(=C(/c1ccccc1)\c2ccc(OCCN(C)Cc3ccc(cc3)c4cn(CCCCCC(=O)NO)nn4)cc2)\c5ccccc5,training,248,6.606 
CC\C(=C(/c1ccccc1)\c2ccc(OCCN(C)Cc3ccc(NC(=O)CCCCCCC(=O)NO)cc3)cc2)\c4ccccc4,training,127,6.896 
CCCCC(CCCC)(c1ccc(O)c(CC)c1)c2ccc(O)c(CC)c2,training,2900,5.538 
Cc1cc(ccc1O)C(C)(C)c2ccc(O)c(C)c2,training,1200,5.921 
Oc1ccc(cc1)C2(CCCCC2)c3ccc(O)cc3,training,520,6.284 
CCCC(CCC)(c1ccc(O)c(CC)c1)c2ccc(O)c(CC)c2,training,490,6.310 
CCc1cc(ccc1O)C(CC)(CC)c2ccc(O)c(CC)c2,training,230,6.638 
Cc1cc(ccc1O)C2(CCCCC2)c3ccc(O)c(C)c3,training,230,6.638 
Oc1ccc(cc1)C2(CCCC2)c3ccc(O)cc3,training,170,6.770 
CCC(CC)(c1ccc(O)cc1)c2ccc(O)c(C)c2,training,110,6.959 
CCCC(CCC)(c1ccc(O)cc1)c2ccc(O)cc2,training,99,7.004 
CCC(CC)(c1ccc(N)c(C)c1)c2ccc(O)c(C)c2,training,98,7.009 
CCC(CC)(c1ccc(O)cc1)c2ccc(O)cc2,training,86,7.066 
Cc1cc(ccc1O)C2(CCCC2)c3ccc(O)c(C)c3,training,84,7.076 
CCCCC(CCCC)(c1ccc(O)cc1)c2ccc(O)cc2,training,79,7.102 
CCC(CC)(c1cc(C)c(O)c(C)c1)c2cc(C)c(O)c(C)c2,training,74,7.131 
CCC(CC)(c1ccc(O)c(C)c1)c2ccc(O)c(C)c2,training,25,7.602 
CCCCC(CCCC)(c1ccc(O)c(C)c1)c2ccc(O)c(C)c2,training,14,7.854 
